id,nivel,categoria,pergunta,resposta,tags
262,2,COMMAREA,Quais cuidados devo ter ao trabalhar com COMMAREA em COBOL?,"Nível 1 - Conceito: COMMAREA área de comunicação tradicional entre transações e programas CICS. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte.","COMMAREA, nível 2, cobol"
263,3,BMS map,"Em termos de projeto, por que BMS map é importante em COBOL?","Nível 1 - Conceito: BMS map define telas e atributos de entrada/saída em aplicações CICS clássicas. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte. Nível 4 - Cuidados: convém observar volume, tratamento de exceção e legibilidade, porque uma escolha sintaticamente válida pode ser operacionalmente ruim.","BMS map, nível 3, cobol"
264,4,VSAM,"Como VSAM influencia desempenho, depuração e estabilidade em COBOL?","Nível 1 - Conceito: VSAM família de métodos de acesso e datasets muito usada em aplicações COBOL. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto. Nível 4 - Cuidados: convém observar volume, tratamento de exceção e legibilidade, porque uma escolha sintaticamente válida pode ser operacionalmente ruim. Nível 5 - Critério de decisão: pense em ciclo completo - desenvolvimento, testes, execução, suporte e evolução do layout ou da regra - antes de padronizar o uso.","VSAM, nível 4, cobol"
265,5,KSDS,"Como KSDS influencia desempenho, depuração e estabilidade em COBOL?","Nível 1 - Conceito: KSDS dataset VSAM indexado por chave, adequado a leitura aleatória e sequencial. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte. Nível 4 - Cuidados: não basta saber a sintaxe; é preciso validar efeito sobre dados, mensagens de erro, caminhos alternativos e compatibilidade com o compilador. Nível 5 - Critério de decisão: pense em ciclo completo - desenvolvimento, testes, execução, suporte e evolução do layout ou da regra - antes de padronizar o uso. Nível 6 - Sinal de maturidade: quem domina KSDS não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","KSDS, nível 5, cobol"
266,1,ESDS,"Em termos de projeto, por que ESDS é importante em COBOL?","Nível 1 - Conceito: ESDS dataset VSAM em sequência de entrada, sem chave primária de acesso. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto.","ESDS, nível 1, cobol"
267,2,RRDS,Qual é a função prática de RRDS em um programa COBOL?,"Nível 1 - Conceito: RRDS dataset VSAM acessado por número relativo do registro. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte.","RRDS, nível 2, cobol"
268,3,sort work file,Qual é a diferença entre usar e não usar arquivo de trabalho de SORT em COBOL?,"Nível 1 - Conceito: arquivo de trabalho de SORT área intermediária usada pelo utilitário/statement de ordenação. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte. Nível 4 - Cuidados: o erro típico é usar arquivo de trabalho de SORT sem considerar escopo, tipo de dado, contrato de interface ou impacto de performance; por isso vale combinar padronização, revisão e testes.","arquivo de trabalho de SORT, nível 3, cobol"
269,4,copybook versioning,Quais armadilhas comuns aparecem ao usar versionamento de copybook em sistemas legados COBOL?,"Nível 1 - Conceito: versionamento de copybook precisa de governança para não quebrar contratos compartilhados. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto. Nível 4 - Cuidados: em legado, muitos problemas surgem quando o time assume comportamento implícito; o ideal é tornar condições, limites e retornos o mais explícitos possível. Nível 5 - Critério de decisão: use versionamento de copybook quando ele simplificar o raciocínio de negócio e a operação; evite quando adicionar acoplamento, ambiguidade ou custo desnecessário de manutenção.","versionamento de copybook, nível 4, cobol"
270,5,data validation,Quais armadilhas comuns aparecem ao usar validação de dados em sistemas legados COBOL?,"Nível 1 - Conceito: validação de dados deve ocorrer o mais cedo possível para evitar propagar erro para regras e persistência. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo. Nível 4 - Cuidados: o erro típico é usar validação de dados sem considerar escopo, tipo de dado, contrato de interface ou impacto de performance; por isso vale combinar padronização, revisão e testes. Nível 5 - Critério de decisão: use validação de dados quando ele simplificar o raciocínio de negócio e a operação; evite quando adicionar acoplamento, ambiguidade ou custo desnecessário de manutenção. Nível 6 - Sinal de maturidade: quem domina validação de dados não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","validação de dados, nível 5, cobol"
271,1,error handling,Quando eu devo usar tratamento de erro em COBOL?,"Nível 1 - Conceito: tratamento de erro se beneficia de padrão centralizado, códigos claros e mensagens contextualizadas. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo.","tratamento de erro, nível 1, cobol"
272,2,naming conventions,Como eu explicaria convenção de nomes para um desenvolvedor iniciante em COBOL?,"Nível 1 - Conceito: convenção de nomes reduz ambiguidade e acelera manutenção em bases grandes. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo.","convenção de nomes, nível 2, cobol"
273,3,code review,Como revisão de código COBOL impacta manutenção e legibilidade em COBOL?,"Nível 1 - Conceito: revisão de código COBOL deve olhar regra de negócio, integridade de dados, performance e operabilidade. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral. Nível 4 - Cuidados: em legado, muitos problemas surgem quando o time assume comportamento implícito; o ideal é tornar condições, limites e retornos o mais explícitos possível.","revisão de código COBOL, nível 3, cobol"
274,4,performance tuning,"Como ajuste de performance influencia desempenho, depuração e estabilidade em COBOL?","Nível 1 - Conceito: ajuste de performance exige medir gargalo real antes de mexer em I/O, laços, chamadas e acessos. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral. Nível 4 - Cuidados: convém observar volume, tratamento de exceção e legibilidade, porque uma escolha sintaticamente válida pode ser operacionalmente ruim. Nível 5 - Critério de decisão: a melhor escolha não é a mais curta, e sim a que preserva intenção, governança de dados e facilidade de suporte após a entrada em produção.","ajuste de performance, nível 4, cobol"
275,5,DIVISION IDENTIFICATION,Que critérios técnicos ajudam a decidir o uso de IDENTIFICATION DIVISION em COBOL?,"Nível 1 - Conceito: IDENTIFICATION DIVISION apresenta metadados do programa, como PROGRAM-ID e autor, e ajuda na identificação e governança do fonte. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo. Nível 4 - Cuidados: em legado, muitos problemas surgem quando o time assume comportamento implícito; o ideal é tornar condições, limites e retornos o mais explícitos possível. Nível 5 - Critério de decisão: a melhor escolha não é a mais curta, e sim a que preserva intenção, governança de dados e facilidade de suporte após a entrada em produção. Nível 6 - Sinal de maturidade: quem domina IDENTIFICATION DIVISION não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","IDENTIFICATION DIVISION, nível 5, cobol"
276,1,DIVISION ENVIRONMENT,Qual é a diferença entre usar e não usar ENVIRONMENT DIVISION em COBOL?,"Nível 1 - Conceito: ENVIRONMENT DIVISION concentra informações de configuração do ambiente, especialmente mapeamento de arquivos e detalhes dependentes de plataforma. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto.","ENVIRONMENT DIVISION, nível 1, cobol"
